review_id,customer_id,product_id,rating,review_text,sentiment_label,review_date
R01299,C00961,P0023,5,Worth every penny,Positive,2025-09-19
R01300,C03219,P0005,4,Satisfied with purchase,Positive,2025-03-19
R01301,C04162,P0008,2,Expected better quality,Negative,2024-11-20
R01302,C01488,P0043,5,Very satisfied,Positive,2025-06-27
R01303,C02209,P0032,5,Excellent quality,Positive,2026-01-21
R01304,C02262,P0017,1,Poor quality,Negative,2024-12-05
R01305,C03860,P0017,5,Amazing product,Positive,2026-04-21
R01306,C02590,P0007,2,Not fully satisfied,Negative,2024-10-26
R01307,C00201,P0028,4,Good quality,Positive,2024-10-03
R01308,C01126,P0041,4,Works as expected,Positive,2025-10-12
R01309,C01457,P0031,3,Average product,Neutral,2025-03-17
R01310,C02572,P0040,5,Very satisfied,Positive,2025-03-09
R01311,C00353,P0012,2,Expected better quality,Negative,2024-08-10
R01312,C04715,P0041,2,Delivery was late,Negative,2024-10-01
R01313,C04820,P0012,2,Not fully satisfied,Negative,2025-09-28
R01314,C03409,P0009,2,Delivery was late,Negative,2025-07-26
R01315,C04695,P0034,5,Very satisfied,Positive,2026-03-04
R01316,C04055,P0033,5,Worth every penny,Positive,2026-03-19
R01317,C04377,P0012,4,Works as expected,Positive,2026-02-22
R01318,C00023,P0035,3,Could be better,Neutral,2025-10-08
R01319,C04571,P0013,4,Works as expected,Positive,2024-10-02
R01320,C03931,P0031,4,Nice product,Positive,2026-06-09
R01321,C02272,P0042,4,Works as expected,Positive,2024-12-16
R01322,C03416,P0001,5,Very satisfied,Positive,2026-01-08
R01323,C03350,P0008,3,Okay for the price,Neutral,2026-03-02
R01324,C04497,P0038,3,Okay for the price,Neutral,2026-06-09
R01325,C00128,P0018,5,Excellent quality,Positive,2025-09-28
R01326,C01916,P0008,5,Very satisfied,Positive,2026-03-05
R01327,C03037,P0007,5,Amazing product,Positive,2025-01-18
R01328,C03220,P0036,2,Delivery was late,Negative,2025-09-06
R01329,C00793,P0023,2,Delivery was late,Negative,2025-05-22
R01330,C00011,P0025,5,Excellent quality,Positive,2024-09-29
R01331,C04181,P0020,3,Could be better,Neutral,2025-05-11
R01332,C02761,P0039,5,Excellent quality,Positive,2024-08-04
R01333,C01999,P0021,5,Very satisfied,Positive,2025-07-30
R01334,C00846,P0014,4,Nice product,Positive,2026-03-14
R01335,C04842,P0023,5,Very satisfied,Positive,2025-10-11
R01336,C00064,P0033,1,Terrible experience,Negative,2026-01-03
R01337,C03541,P0042,2,Delivery was late,Negative,2025-06-16
R01338,C01710,P0001,4,Works as expected,Positive,2024-06-21
R01339,C04750,P0016,3,Nothing special,Neutral,2025-12-11
R01340,C04781,P0024,5,Amazing product,Positive,2025-01-26
R01341,C00349,P0023,5,Amazing product,Positive,2026-03-08
R01342,C04899,P0014,2,Expected better quality,Negative,2024-08-25
R01343,C01901,P0011,3,Okay for the price,Neutral,2025-02-06
R01344,C04252,P0042,5,Highly recommended,Positive,2024-07-07
R01345,C03811,P0013,5,Amazing product,Positive,2024-08-28
R01346,C02995,P0011,3,Nothing special,Neutral,2026-04-10
R01347,C02463,P0013,4,Works as expected,Positive,2024-06-21
R01348,C01718,P0033,3,Nothing special,Neutral,2026-06-04
R01349,C04048,P0023,5,Excellent quality,Positive,2025-08-15
R01350,C01012,P0040,5,Amazing product,Positive,2024-11-22
R01351,C01940,P0005,2,Not fully satisfied,Negative,2025-11-11
R01352,C03722,P0016,3,Nothing special,Neutral,2025-04-29
R01353,C03556,P0016,4,Satisfied with purchase,Positive,2025-04-17
R01354,C03988,P0027,5,Highly recommended,Positive,2024-07-08
R01355,C03983,P0026,1,Poor quality,Negative,2024-10-21
R01356,C03068,P0004,4,Good quality,Positive,2025-09-18
R01357,C03501,P0006,1,Poor quality,Negative,2024-12-05
R01358,C04348,P0020,2,Not fully satisfied,Negative,2025-05-30
R01359,C03141,P0009,5,Very satisfied,Positive,2024-06-10
R01360,C02904,P0004,5,Amazing product,Positive,2025-12-09
R01361,C00891,P0016,3,Average product,Neutral,2026-01-06
R01362,C02666,P0041,4,Nice product,Positive,2026-05-29
R01363,C02953,P0043,3,Nothing special,Neutral,2026-01-29
R01364,C00062,P0017,4,Works as expected,Positive,2024-11-14
R01365,C04568,P0010,5,Very satisfied,Positive,2025-04-13
R01366,C00667,P0037,4,Nice product,Positive,2024-12-12
R01367,C00362,P0008,5,Very satisfied,Positive,2026-04-18
R01368,C01677,P0019,3,Okay for the price,Neutral,2024-06-20
R01369,C02793,P0007,5,Excellent quality,Positive,2025-03-17
R01370,C02560,P0007,4,Works as expected,Positive,2024-06-20
R01371,C03431,P0040,5,Excellent quality,Positive,2025-02-23
R01372,C01343,P0020,5,Excellent quality,Positive,2025-10-31
R01373,C01185,P0033,1,Not worth the money,Negative,2025-05-09
R01374,C01719,P0035,3,Average product,Neutral,2024-08-18
R01375,C03353,P0039,3,Average product,Neutral,2025-01-18
R01376,C00775,P0016,1,Very disappointed,Negative,2026-04-07
R01377,C04760,P0018,3,Okay for the price,Neutral,2026-02-06
R01378,C04679,P0013,4,Good quality,Positive,2026-05-26
R01379,C00102,P0007,4,Satisfied with purchase,Positive,2025-06-15
R01380,C04777,P0008,5,Excellent quality,Positive,2026-05-19
R01381,C04379,P0032,2,Delivery was late,Negative,2026-06-08
R01382,C00093,P0024,5,Very satisfied,Positive,2025-12-15
R01383,C02254,P0034,3,Okay for the price,Neutral,2026-02-07
R01384,C00228,P0022,3,Could be better,Neutral,2024-09-23
R01385,C03050,P0018,5,Highly recommended,Positive,2026-04-05
R01386,C04265,P0015,5,Worth every penny,Positive,2026-01-29
R01387,C03387,P0013,2,Delivery was late,Negative,2025-08-16
R01388,C00968,P0030,1,Not worth the money,Negative,2024-06-18
R01389,C02093,P0003,3,Okay for the price,Neutral,2024-07-07
R01390,C01542,P0037,4,Satisfied with purchase,Positive,2025-08-07
R01391,C03125,P0016,4,Satisfied with purchase,Positive,2025-09-18
R01392,C03322,P0025,5,Very satisfied,Positive,2025-12-23
R01393,C04568,P0018,4,Satisfied with purchase,Positive,2024-09-24
R01394,C02533,P0033,4,Satisfied with purchase,Positive,2025-09-14
R01395,C01956,P0002,1,Terrible experience,Negative,2025-08-21
R01396,C00862,P0033,3,Okay for the price,Neutral,2024-12-20
R01397,C02026,P0026,5,Highly recommended,Positive,2024-12-29
R01398,C02302,P0008,5,Worth every penny,Positive,2025-01-02
R01399,C01199,P0008,4,Satisfied with purchase,Positive,2026-04-11
R01400,C03510,P0023,4,Works as expected,Positive,2025-07-13
R01401,C04821,P0011,4,Nice product,Positive,2025-10-21
R01402,C01075,P0018,2,Delivery was late,Negative,2025-01-14
R01403,C02515,P0016,2,Delivery was late,Negative,2025-07-17
R01404,C00506,P0007,3,Average product,Neutral,2025-08-14
R01405,C01196,P0007,3,Nothing special,Neutral,2026-05-22
R01406,C04460,P0034,5,Very satisfied,Positive,2025-06-09
R01407,C04937,P0021,5,Amazing product,Positive,2025-04-18
R01408,C04452,P0002,4,Good quality,Positive,2026-01-28
R01409,C04748,P0024,5,Very satisfied,Positive,2026-02-05
R01410,C03734,P0034,3,Nothing special,Neutral,2025-04-24
R01411,C02367,P0021,2,Not fully satisfied,Negative,2024-11-20
R01412,C03646,P0029,3,Average product,Neutral,2024-10-29
R01413,C03670,P0031,3,Average product,Neutral,2025-08-30
R01414,C03521,P0016,5,Highly recommended,Positive,2025-03-16
R01415,C03024,P0035,5,Amazing product,Positive,2024-08-16
R01416,C01418,P0003,3,Okay for the price,Neutral,2024-08-05
R01417,C01351,P0029,4,Nice product,Positive,2024-09-21
R01418,C03520,P0025,5,Amazing product,Positive,2024-08-16
R01419,C02671,P0031,4,Good quality,Positive,2025-11-11
R01420,C01590,P0012,5,Excellent quality,Positive,2026-02-02
R01421,C01234,P0024,2,Delivery was late,Negative,2025-03-28
R01422,C00791,P0043,3,Okay for the price,Neutral,2025-04-16
R01423,C00122,P0001,3,Average product,Neutral,2025-09-14
R01424,C03453,P0042,5,Worth every penny,Positive,2026-04-18
R01425,C02505,P0006,4,Satisfied with purchase,Positive,2024-11-14
R01426,C00835,P0040,4,Nice product,Positive,2025-02-19
R01427,C01715,P0021,5,Worth every penny,Positive,2025-06-07
R01428,C04059,P0035,4,Nice product,Positive,2024-09-20
R01429,C02825,P0038,3,Okay for the price,Neutral,2024-11-03
R01430,C03494,P0004,5,Very satisfied,Positive,2026-02-09
R01431,C03501,P0006,5,Very satisfied,Positive,2024-12-05
R01432,C00170,P0042,3,Average product,Neutral,2025-02-17
R01433,C04735,P0034,5,Worth every penny,Positive,2024-10-25
R01434,C00554,P0024,2,Expected better quality,Negative,2026-04-21
R01435,C04380,P0010,1,Not worth the money,Negative,2025-09-21
R01436,C02484,P0043,5,Excellent quality,Positive,2026-04-27
R01437,C02884,P0029,3,Nothing special,Neutral,2024-09-12
R01438,C02789,P0032,4,Satisfied with purchase,Positive,2025-02-16
R01439,C04816,P0034,3,Nothing special,Neutral,2025-09-29
R01440,C02677,P0024,2,Expected better quality,Negative,2024-12-05
R01441,C00890,P0026,1,Not worth the money,Negative,2024-10-18
R01442,C02415,P0004,2,Expected better quality,Negative,2025-12-13
R01443,C03277,P0028,2,Not fully satisfied,Negative,2024-12-10
R01444,C01809,P0016,5,Very satisfied,Positive,2024-12-01
R01445,C03953,P0029,4,Works as expected,Positive,2024-11-13
R01446,C00828,P0035,3,Okay for the price,Neutral,2026-03-22
R01447,C03538,P0040,2,Expected better quality,Negative,2026-05-05
R01448,C03193,P0031,1,Not worth the money,Negative,2025-09-08
R01449,C04284,P0007,5,Very satisfied,Positive,2025-01-17
R01450,C03146,P0015,2,Not fully satisfied,Negative,2025-08-31
R01451,C04363,P0033,4,Nice product,Positive,2026-02-06
R01452,C01982,P0013,4,Satisfied with purchase,Positive,2025-08-27
R01453,C01809,P0027,4,Nice product,Positive,2025-11-28
R01454,C04929,P0043,3,Could be better,Neutral,2024-08-13
R01455,C04483,P0004,5,Amazing product,Positive,2024-12-22
R01456,C03727,P0034,3,Average product,Neutral,2024-10-17
R01457,C01422,P0027,5,Excellent quality,Positive,2025-02-13
R01458,C02816,P0005,2,Not fully satisfied,Negative,2024-07-09
R01459,C00239,P0002,5,Excellent quality,Positive,2025-04-14
R01460,C03390,P0026,1,Very disappointed,Negative,2024-06-12
R01461,C04182,P0020,5,Very satisfied,Positive,2025-03-22
R01462,C00059,P0001,3,Nothing special,Neutral,2025-05-29
R01463,C04302,P0035,3,Could be better,Neutral,2024-09-18
R01464,C00581,P0025,5,Worth every penny,Positive,2025-10-01
R01465,C00998,P0020,4,Nice product,Positive,2025-07-13
R01466,C04169,P0027,5,Very satisfied,Positive,2024-12-09
R01467,C00623,P0011,2,Not fully satisfied,Negative,2025-04-28
R01468,C00571,P0019,5,Highly recommended,Positive,2026-02-08
R01469,C03307,P0004,1,Poor quality,Negative,2025-05-11
R01470,C03947,P0001,4,Works as expected,Positive,2025-12-28
R01471,C02063,P0022,5,Highly recommended,Positive,2025-09-20
R01472,C02515,P0002,2,Not fully satisfied,Negative,2026-05-28
R01473,C03245,P0027,3,Average product,Neutral,2025-02-02
R01474,C01075,P0012,2,Expected better quality,Negative,2025-09-28
R01475,C01980,P0041,5,Highly recommended,Positive,2024-11-10
R01476,C01449,P0035,4,Nice product,Positive,2025-08-03
R01477,C00872,P0028,2,Expected better quality,Negative,2024-09-06
R01478,C03540,P0033,1,Not worth the money,Negative,2026-01-19
R01479,C02845,P0041,4,Nice product,Positive,2026-03-20
R01480,C02985,P0026,3,Nothing special,Neutral,2025-06-16
R01481,C01002,P0027,5,Very satisfied,Positive,2025-02-13
R01482,C01151,P0036,1,Not worth the money,Negative,2026-03-20
R01483,C02226,P0018,5,Excellent quality,Positive,2026-05-16
R01484,C02080,P0022,1,Very disappointed,Negative,2025-10-06
R01485,C04705,P0039,5,Amazing product,Positive,2025-04-11
R01486,C03713,P0017,2,Not fully satisfied,Negative,2025-03-03
R01487,C02740,P0002,5,Very satisfied,Positive,2025-05-02
R01488,C00155,P0026,5,Worth every penny,Positive,2025-12-25
R01489,C03511,P0008,5,Very satisfied,Positive,2024-09-19
R01490,C04109,P0026,3,Average product,Neutral,2024-10-29
R01491,C00670,P0039,5,Excellent quality,Positive,2024-09-15
R01492,C00415,P0020,1,Not worth the money,Negative,2024-11-16
R01493,C02015,P0034,1,Very disappointed,Negative,2024-07-09
R01494,C02512,P0002,5,Excellent quality,Positive,2024-09-27
R01495,C03227,P0030,5,Excellent quality,Positive,2024-11-16
R01496,C02863,P0042,2,Delivery was late,Negative,2025-10-01
R01497,C03785,P0017,2,Expected better quality,Negative,2026-05-25
R01498,C00367,P0034,2,Not fully satisfied,Negative,2025-06-30
R01499,C01727,P0041,4,Satisfied with purchase,Positive,2025-05-13
R01500,C04587,P0042,3,Nothing special,Neutral,2026-05-18
R01501,C00424,P0036,1,Terrible experience,Negative,2025-03-08
R01502,C01856,P0040,5,Excellent quality,Positive,2025-05-31
R01503,C02168,P0010,5,Excellent quality,Positive,2024-10-18
R01504,C00210,P0013,2,Delivery was late,Negative,2025-11-30
R01505,C02899,P0013,5,Worth every penny,Positive,2025-02-24
R01506,C00068,P0032,3,Average product,Neutral,2025-08-23
R01507,C02748,P0026,4,Nice product,Positive,2026-04-14
R01508,C03401,P0021,4,Satisfied with purchase,Positive,2025-09-22
R01509,C01831,P0039,4,Nice product,Positive,2024-09-21
R01510,C00821,P0006,4,Satisfied with purchase,Positive,2026-06-06
R01511,C01919,P0022,5,Worth every penny,Positive,2025-05-12
R01512,C03210,P0042,3,Could be better,Neutral,2025-06-05
R01513,C02122,P0027,4,Nice product,Positive,2026-04-13
R01514,C04215,P0006,1,Very disappointed,Negative,2025-03-15
R01515,C02284,P0017,5,Amazing product,Positive,2024-11-19
R01516,C01140,P0038,3,Nothing special,Neutral,2025-05-02
R01517,C04998,P0009,2,Not fully satisfied,Negative,2024-08-28
R01518,C00563,P0042,5,Highly recommended,Positive,2025-11-28
R01519,C03942,P0023,5,Very satisfied,Positive,2026-04-04
R01520,C03869,P0043,3,Okay for the price,Neutral,2024-09-17
R01521,C03678,P0014,3,Nothing special,Neutral,2025-07-24
R01522,C01992,P0015,4,Satisfied with purchase,Positive,2025-07-04
R01523,C04095,P0013,5,Highly recommended,Positive,2026-03-31
R01524,C04224,P0021,5,Excellent quality,Positive,2025-03-23
R01525,C00074,P0038,4,Satisfied with purchase,Positive,2026-05-02
R01526,C02216,P0028,5,Very satisfied,Positive,2025-05-13
R01527,C02039,P0008,3,Nothing special,Neutral,2024-07-14
R01528,C00904,P0026,5,Amazing product,Positive,2025-06-26
R01529,C04425,P0015,5,Very satisfied,Positive,2025-10-15
R01530,C00566,P0023,4,Satisfied with purchase,Positive,2024-07-10
R01531,C02812,P0026,5,Very satisfied,Positive,2025-05-24
R01532,C01467,P0032,3,Nothing special,Neutral,2025-07-02
R01533,C04689,P0005,5,Amazing product,Positive,2026-04-26
R01534,C01894,P0020,1,Not worth the money,Negative,2026-01-16
R01535,C01540,P0022,5,Worth every penny,Positive,2025-03-17
R01536,C03723,P0002,1,Not worth the money,Negative,2025-09-22
R01537,C00735,P0008,5,Excellent quality,Positive,2024-11-06
R01538,C00040,P0034,2,Delivery was late,Negative,2026-04-08
R01539,C01462,P0003,5,Excellent quality,Positive,2024-07-09
R01540,C03526,P0029,4,Works as expected,Positive,2025-11-22
R01541,C04640,P0043,4,Satisfied with purchase,Positive,2024-12-08
R01542,C00975,P0021,5,Amazing product,Positive,2025-07-30
R01543,C00448,P0023,1,Not worth the money,Negative,2025-12-13
R01544,C03435,P0041,4,Good quality,Positive,2026-04-10
R01545,C01620,P0040,3,Average product,Neutral,2024-12-25
R01546,C00590,P0038,5,Amazing product,Positive,2025-12-04
R01547,C01951,P0033,5,Very satisfied,Positive,2025-02-08
R01548,C00281,P0008,3,Could be better,Neutral,2025-10-30
R01549,C00900,P0006,3,Could be better,Neutral,2025-04-19
R01550,C00519,P0012,5,Very satisfied,Positive,2026-04-29
R01551,C03967,P0042,4,Good quality,Positive,2025-02-09
R01552,C01992,P0027,5,Very satisfied,Positive,2025-09-08
R01553,C03848,P0031,1,Poor quality,Negative,2026-01-24
R01554,C01896,P0040,5,Amazing product,Positive,2026-03-23
R01555,C02011,P0009,5,Very satisfied,Positive,2024-10-05
R01556,C02950,P0019,2,Delivery was late,Negative,2024-11-18
R01557,C02656,P0015,2,Delivery was late,Negative,2025-03-05
R01558,C02827,P0015,5,Very satisfied,Positive,2025-06-14
R01559,C00817,P0005,5,Worth every penny,Positive,2025-09-04
R01560,C00606,P0034,2,Expected better quality,Negative,2025-06-02
R01561,C00831,P0009,4,Works as expected,Positive,2024-08-26
R01562,C00099,P0002,5,Highly recommended,Positive,2025-03-07
R01563,C04662,P0036,3,Okay for the price,Neutral,2025-08-31
R01564,C04030,P0002,3,Nothing special,Neutral,2024-12-30
R01565,C04715,P0014,1,Terrible experience,Negative,2024-12-25
R01566,C03162,P0003,5,Excellent quality,Positive,2026-02-23
R01567,C01202,P0035,3,Okay for the price,Neutral,2026-03-31
R01568,C00694,P0004,4,Good quality,Positive,2025-10-17
R01569,C00212,P0014,3,Average product,Neutral,2025-12-11
R01570,C03343,P0043,5,Very satisfied,Positive,2025-01-29
R01571,C03572,P0010,5,Amazing product,Positive,2026-05-31
R01572,C04223,P0038,5,Worth every penny,Positive,2025-03-28
R01573,C03003,P0003,1,Terrible experience,Negative,2025-09-14
R01574,C03809,P0025,3,Okay for the price,Neutral,2024-10-11
R01575,C01714,P0041,1,Terrible experience,Negative,2025-12-03
R01576,C03927,P0041,5,Worth every penny,Positive,2024-10-06
R01577,C02576,P0012,3,Could be better,Neutral,2025-06-08
R01578,C00046,P0021,4,Nice product,Positive,2026-03-22
R01579,C04835,P0019,4,Good quality,Positive,2025-05-25
R01580,C01148,P0021,5,Excellent quality,Positive,2026-03-22
R01581,C02910,P0025,5,Amazing product,Positive,2025-08-13
R01582,C04076,P0006,5,Very satisfied,Positive,2025-05-13
R01583,C02304,P0040,1,Not worth the money,Negative,2024-10-10
R01584,C01994,P0016,4,Works as expected,Positive,2025-10-16
R01585,C00212,P0006,5,Highly recommended,Positive,2025-11-19
R01586,C02447,P0018,3,Okay for the price,Neutral,2025-05-26
R01587,C01272,P0010,5,Very satisfied,Positive,2025-09-28
R01588,C03204,P0037,5,Excellent quality,Positive,2025-03-26
R01589,C04263,P0043,4,Works as expected,Positive,2026-04-04
R01590,C01973,P0025,5,Amazing product,Positive,2024-09-10
R01591,C02822,P0014,4,Nice product,Positive,2024-08-21
R01592,C02820,P0041,4,Good quality,Positive,2025-12-31
R01593,C00549,P0025,5,Amazing product,Positive,2025-03-04
R01594,C01669,P0003,4,Satisfied with purchase,Positive,2025-02-22
R01595,C01761,P0010,1,Terrible experience,Negative,2025-12-28
R01596,C02237,P0005,2,Expected better quality,Negative,2026-03-23
R01597,C01853,P0036,5,Highly recommended,Positive,2026-01-08
R01598,C03985,P0042,3,Okay for the price,Neutral,2025-04-25
R01599,C03299,P0026,4,Nice product,Positive,2025-02-11
R01600,C00170,P0030,5,Excellent quality,Positive,2025-06-05
R01601,C02823,P0042,1,Poor quality,Negative,2025-01-17
R01602,C04302,P0026,4,Satisfied with purchase,Positive,2026-05-18
R01603,C01303,P0008,1,Not worth the money,Negative,2024-12-02
R01604,C04442,P0029,5,Highly recommended,Positive,2025-01-17
R01605,C03776,P0022,3,Average product,Neutral,2025-03-17
R01606,C03958,P0019,5,Amazing product,Positive,2025-04-10
R01607,C00371,P0016,3,Nothing special,Neutral,2025-02-15
R01608,C00408,P0034,5,Amazing product,Positive,2024-08-29
R01609,C04291,P0030,2,Not fully satisfied,Negative,2025-03-30
R01610,C04680,P0009,4,Good quality,Positive,2026-05-17
R01611,C00071,P0031,5,Worth every penny,Positive,2026-01-11
R01612,C04273,P0003,2,Not fully satisfied,Negative,2025-08-06
R01613,C04012,P0024,5,Very satisfied,Positive,2024-11-28
R01614,C00047,P0005,5,Highly recommended,Positive,2025-07-22
R01615,C00195,P0009,4,Satisfied with purchase,Positive,2024-11-13
R01616,C03821,P0031,5,Excellent quality,Positive,2025-05-12
R01617,C03423,P0032,4,Good quality,Positive,2025-05-03
R01618,C01566,P0015,1,Not worth the money,Negative,2025-09-16
R01619,C03189,P0001,3,Okay for the price,Neutral,2026-04-25
R01620,C00481,P0013,3,Nothing special,Neutral,2025-08-14
R01621,C03281,P0042,5,Highly recommended,Positive,2025-02-08
R01622,C01132,P0009,5,Amazing product,Positive,2024-10-03
R01623,C03514,P0019,3,Nothing special,Neutral,2025-03-27
R01624,C04449,P0037,4,Nice product,Positive,2024-09-23
R01625,C02224,P0012,1,Not worth the money,Negative,2025-03-31
R01626,C00585,P0021,3,Could be better,Neutral,2025-02-28
R01627,C01943,P0005,2,Not fully satisfied,Negative,2025-12-27
R01628,C03027,P0025,5,Very satisfied,Positive,2025-03-27
R01629,C01181,P0003,5,Worth every penny,Positive,2025-11-28
R01630,C04477,P0012,4,Nice product,Positive,2025-11-13
R01631,C03503,P0015,3,Okay for the price,Neutral,2025-11-06
R01632,C00373,P0023,3,Nothing special,Neutral,2024-10-09
R01633,C03117,P0023,4,Works as expected,Positive,2025-08-29
R01634,C02674,P0019,1,Not worth the money,Negative,2025-05-16
R01635,C04206,P0012,3,Average product,Neutral,2026-03-29
R01636,C02548,P0032,4,Satisfied with purchase,Positive,2024-12-02
R01637,C04067,P0019,3,Okay for the price,Neutral,2025-01-26
R01638,C00842,P0003,2,Expected better quality,Negative,2024-12-02
R01639,C02734,P0009,1,Poor quality,Negative,2025-09-13
R01640,C03700,P0027,5,Very satisfied,Positive,2024-10-06
R01641,C03349,P0041,5,Excellent quality,Positive,2024-08-28
R01642,C04640,P0022,1,Very disappointed,Negative,2025-12-17
R01643,C03263,P0014,4,Good quality,Positive,2024-12-05
R01644,C04314,P0005,3,Average product,Neutral,2025-07-27
R01645,C02223,P0028,2,Delivery was late,Negative,2025-02-22
R01646,C01490,P0043,2,Delivery was late,Negative,2026-06-01
R01647,C00109,P0016,2,Not fully satisfied,Negative,2026-03-07
R01648,C03774,P0031,1,Terrible experience,Negative,2024-09-25
R01649,C04165,P0035,4,Nice product,Positive,2025-03-11
R01650,C04972,P0033,5,Very satisfied,Positive,2025-06-26
R01651,C04368,P0010,1,Terrible experience,Negative,2026-05-27
R01652,C03585,P0025,5,Excellent quality,Positive,2025-08-16
R01653,C02008,P0040,5,Worth every penny,Positive,2026-04-01
R01654,C02367,P0027,3,Nothing special,Neutral,2026-01-13
R01655,C02890,P0027,4,Good quality,Positive,2026-03-03
R01656,C00445,P0033,3,Nothing special,Neutral,2026-03-17
R01657,C02294,P0003,5,Amazing product,Positive,2025-07-29
R01658,C04185,P0014,5,Worth every penny,Positive,2026-03-22
R01659,C02464,P0032,4,Satisfied with purchase,Positive,2025-03-26
R01660,C04728,P0028,5,Worth every penny,Positive,2025-04-16
R01661,C03606,P0022,5,Worth every penny,Positive,2025-06-22
R01662,C02089,P0025,3,Nothing special,Neutral,2025-01-24
R01663,C00163,P0027,2,Expected better quality,Negative,2024-09-14
R01664,C02726,P0023,4,Good quality,Positive,2025-10-14
R01665,C02242,P0015,3,Average product,Neutral,2026-04-26
R01666,C04415,P0041,5,Amazing product,Positive,2025-01-14
R01667,C03422,P0018,3,Okay for the price,Neutral,2026-04-07
R01668,C04446,P0008,1,Poor quality,Negative,2025-05-20
R01669,C00783,P0001,5,Worth every penny,Positive,2025-10-31
R01670,C01589,P0007,2,Delivery was late,Negative,2024-11-05
R01671,C03918,P0032,1,Terrible experience,Negative,2025-02-27
R01672,C02313,P0038,5,Highly recommended,Positive,2024-06-29
R01673,C01371,P0028,4,Nice product,Positive,2024-10-26
R01674,C00412,P0031,5,Highly recommended,Positive,2025-09-05
R01675,C02344,P0011,4,Works as expected,Positive,2025-11-10
R01676,C01600,P0016,3,Okay for the price,Neutral,2024-06-17
R01677,C02084,P0013,3,Nothing special,Neutral,2026-06-05
R01678,C00913,P0041,2,Not fully satisfied,Negative,2025-08-25
R01679,C03828,P0007,5,Amazing product,Positive,2024-06-16
R01680,C00111,P0009,5,Worth every penny,Positive,2026-03-14
R01681,C04359,P0030,4,Good quality,Positive,2025-04-11
R01682,C02714,P0037,5,Highly recommended,Positive,2026-04-22
R01683,C02907,P0031,5,Amazing product,Positive,2024-12-27
R01684,C01171,P0017,3,Nothing special,Neutral,2025-08-17
R01685,C02252,P0037,4,Nice product,Positive,2026-06-10
R01686,C01386,P0019,2,Expected better quality,Negative,2025-04-04
R01687,C00348,P0020,1,Not worth the money,Negative,2024-12-14
R01688,C03353,P0023,5,Excellent quality,Positive,2024-11-11
R01689,C02227,P0010,3,Nothing special,Neutral,2025-12-23
R01690,C04827,P0029,3,Okay for the price,Neutral,2025-10-12
R01691,C04443,P0043,4,Good quality,Positive,2025-07-25
R01692,C01730,P0016,3,Okay for the price,Neutral,2025-06-26
R01693,C00295,P0010,3,Nothing special,Neutral,2026-02-15
R01694,C01854,P0026,5,Amazing product,Positive,2024-09-30
R01695,C04651,P0035,3,Nothing special,Neutral,2026-02-26
R01696,C01402,P0025,3,Nothing special,Neutral,2025-12-24
R01697,C00807,P0024,3,Okay for the price,Neutral,2025-03-19
R01698,C00990,P0020,5,Highly recommended,Positive,2025-08-31
R01699,C03525,P0009,5,Worth every penny,Positive,2024-12-20
R01700,C02186,P0028,3,Okay for the price,Neutral,2025-02-23
R01701,C00827,P0014,3,Could be better,Neutral,2026-05-14
R01702,C02959,P0038,5,Highly recommended,Positive,2024-12-04
R01703,C04899,P0009,1,Terrible experience,Negative,2025-02-20
R01704,C00195,P0010,5,Amazing product,Positive,2025-12-13
R01705,C02627,P0043,5,Worth every penny,Positive,2025-08-15
R01706,C03680,P0022,4,Nice product,Positive,2024-10-24
R01707,C00488,P0020,3,Average product,Neutral,2026-04-14
R01708,C03139,P0007,4,Good quality,Positive,2025-12-19
R01709,C04549,P0023,5,Highly recommended,Positive,2025-11-11
R01710,C01735,P0029,5,Excellent quality,Positive,2025-10-29
R01711,C00422,P0005,5,Worth every penny,Positive,2025-06-09
R01712,C03392,P0043,3,Okay for the price,Neutral,2026-04-30
R01713,C01597,P0034,5,Amazing product,Positive,2025-07-30
R01714,C03492,P0039,5,Excellent quality,Positive,2025-01-17
R01715,C03416,P0037,3,Okay for the price,Neutral,2025-02-28
R01716,C03937,P0033,2,Not fully satisfied,Negative,2025-11-14
R01717,C01803,P0010,4,Good quality,Positive,2026-05-19
R01718,C01846,P0032,5,Excellent quality,Positive,2026-03-18
R01719,C02183,P0014,5,Highly recommended,Positive,2025-12-19
R01720,C04712,P0043,5,Worth every penny,Positive,2026-01-15
R01721,C04206,P0021,3,Average product,Neutral,2025-04-29
R01722,C04242,P0038,5,Worth every penny,Positive,2026-04-03
R01723,C00132,P0013,3,Nothing special,Neutral,2026-03-09
R01724,C03198,P0028,4,Satisfied with purchase,Positive,2025-07-31
R01725,C04389,P0008,2,Not fully satisfied,Negative,2025-07-24
R01726,C04675,P0014,1,Very disappointed,Negative,2025-04-16
R01727,C04306,P0033,4,Satisfied with purchase,Positive,2024-12-06
R01728,C04136,P0032,3,Okay for the price,Neutral,2024-12-26
R01729,C02888,P0026,4,Good quality,Positive,2024-08-07
R01730,C03309,P0035,3,Okay for the price,Neutral,2025-01-31
R01731,C01898,P0041,4,Works as expected,Positive,2025-02-19
R01732,C04350,P0028,5,Worth every penny,Positive,2024-12-21
R01733,C01884,P0041,4,Satisfied with purchase,Positive,2025-02-21
R01734,C00639,P0016,5,Amazing product,Positive,2024-06-19
R01735,C01936,P0011,5,Excellent quality,Positive,2026-06-04
R01736,C00529,P0001,1,Very disappointed,Negative,2024-06-28
