event_id,customer_id,event_type,event_date,device_type,traffic_source
E06634,C01282,Purchase,2025-01-20,Desktop,Instagram
E06635,C01730,Visit,2025-05-04,Mobile,Google
E06636,C02672,Product View,2025-08-06,Tablet,Instagram
E06637,C04906,Visit,2024-11-03,Tablet,Direct
E06638,C00155,Visit,2025-04-19,Desktop,Google
E06639,C04635,Product View,2025-03-11,Tablet,Direct
E06640,C01328,Visit,2025-06-11,Tablet,Instagram
E06641,C04228,Product View,2025-07-22,Desktop,Facebook
E06642,C04341,Add To Cart,2024-11-28,Tablet,Instagram
E06643,C00221,Checkout,2025-06-20,Tablet,Facebook
E06644,C04415,Product View,2024-12-12,Tablet,Google
E06645,C03975,Visit,2025-08-13,Mobile,Google
E06646,C04341,Purchase,2025-10-11,Desktop,Direct
E06647,C00872,Product View,2025-03-20,Tablet,Facebook
E06648,C02091,Purchase,2026-03-09,Desktop,Facebook
E06649,C02694,Add To Cart,2026-05-01,Mobile,Instagram
E06650,C03141,Visit,2025-05-09,Mobile,Direct
E06651,C03464,Add To Cart,2026-02-22,Desktop,Instagram
E06652,C02392,Visit,2026-03-20,Tablet,Direct
E06653,C01428,Visit,2025-05-23,Tablet,Facebook
E06654,C04489,Purchase,2024-10-24,Tablet,Google
E06655,C03571,Purchase,2024-09-17,Mobile,Direct
E06656,C03056,Purchase,2026-02-04,Desktop,Direct
E06657,C00179,Product View,2025-05-28,Desktop,Instagram
E06658,C00361,Purchase,2025-05-10,Tablet,Google
E06659,C01429,Product View,2026-04-05,Desktop,Google
E06660,C04972,Visit,2024-08-30,Mobile,Instagram
E06661,C03408,Visit,2025-10-12,Mobile,Direct
E06662,C04860,Add To Cart,2025-06-30,Tablet,Google
E06663,C04034,Visit,2026-05-15,Mobile,Facebook
E06664,C01398,Add To Cart,2024-11-23,Mobile,Google
E06665,C00266,Add To Cart,2024-09-07,Desktop,Facebook
E06666,C04320,Purchase,2024-12-09,Tablet,Facebook
E06667,C01682,Visit,2025-11-12,Tablet,Facebook
E06668,C03854,Purchase,2024-07-09,Mobile,Facebook
E06669,C04658,Visit,2025-11-05,Desktop,Direct
E06670,C02512,Purchase,2026-03-10,Tablet,Google
E06671,C04676,Purchase,2024-06-21,Desktop,Facebook
E06672,C04365,Visit,2025-08-29,Tablet,Google
E06673,C02270,Product View,2025-10-01,Mobile,Instagram
E06674,C00839,Visit,2025-06-26,Desktop,Direct
E06675,C02462,Visit,2025-06-30,Desktop,Instagram
E06676,C03833,Purchase,2026-06-02,Mobile,Instagram
E06677,C04814,Product View,2026-05-24,Desktop,Instagram
E06678,C01324,Visit,2025-05-31,Mobile,Facebook
E06679,C00608,Add To Cart,2026-03-01,Desktop,Google
E06680,C00669,Visit,2025-04-12,Mobile,Facebook
E06681,C00712,Visit,2025-11-20,Desktop,Google
E06682,C00592,Visit,2026-05-02,Desktop,Direct
E06683,C04324,Visit,2025-03-26,Desktop,Instagram
E06684,C01930,Purchase,2025-11-13,Tablet,Facebook
E06685,C03714,Purchase,2024-09-05,Mobile,Facebook
E06686,C04234,Visit,2025-08-14,Tablet,Facebook
E06687,C03231,Product View,2026-04-07,Mobile,Facebook
E06688,C01477,Product View,2026-05-30,Tablet,Instagram
E06689,C03560,Visit,2025-06-11,Desktop,Instagram
E06690,C01087,Checkout,2024-07-05,Desktop,Google
E06691,C02817,Visit,2024-06-11,Mobile,Google
E06692,C00412,Visit,2025-06-12,Desktop,Direct
E06693,C00992,Product View,2025-01-25,Tablet,Facebook
E06694,C01642,Visit,2024-07-29,Desktop,Instagram
E06695,C03142,Product View,2025-08-14,Tablet,Instagram
E06696,C03828,Product View,2026-04-09,Tablet,Google
E06697,C01797,Product View,2026-05-28,Desktop,Google
E06698,C01161,Visit,2025-05-13,Tablet,Direct
E06699,C04581,Add To Cart,2025-12-21,Tablet,Google
E06700,C01788,Checkout,2025-08-03,Tablet,Direct
E06701,C02991,Product View,2024-11-15,Tablet,Instagram
E06702,C04021,Product View,2025-02-23,Mobile,Instagram
E06703,C02299,Product View,2024-11-13,Tablet,Instagram
E06704,C00747,Visit,2025-07-18,Mobile,Direct
E06705,C02559,Add To Cart,2026-05-30,Mobile,Direct
E06706,C02106,Add To Cart,2026-04-08,Desktop,Google
E06707,C00742,Add To Cart,2025-09-09,Tablet,Instagram
E06708,C00685,Visit,2025-03-01,Tablet,Instagram
E06709,C01146,Visit,2025-09-26,Mobile,Google
E06710,C01671,Product View,2024-07-28,Desktop,Direct
E06711,C03137,Visit,2025-10-16,Desktop,Google
E06712,C00241,Product View,2025-07-21,Desktop,Facebook
E06713,C03083,Purchase,2026-03-16,Mobile,Google
E06714,C01608,Purchase,2025-05-18,Desktop,Google
E06715,C01358,Visit,2025-04-04,Mobile,Google
E06716,C02641,Add To Cart,2025-09-20,Tablet,Instagram
E06717,C02972,Checkout,2025-05-22,Desktop,Facebook
E06718,C01510,Product View,2025-08-06,Mobile,Instagram
E06719,C01703,Product View,2024-07-20,Tablet,Facebook
E06720,C03600,Product View,2026-02-21,Tablet,Google
E06721,C03859,Visit,2025-08-05,Desktop,Direct
E06722,C00069,Visit,2025-01-05,Mobile,Direct
E06723,C03998,Product View,2024-09-27,Mobile,Instagram
E06724,C03261,Purchase,2026-02-27,Desktop,Google
E06725,C00765,Visit,2026-06-05,Tablet,Google
E06726,C00260,Visit,2026-06-10,Mobile,Direct
E06727,C00592,Visit,2025-08-03,Desktop,Instagram
E06728,C04459,Add To Cart,2024-12-12,Desktop,Instagram
E06729,C01917,Visit,2025-02-19,Desktop,Google
E06730,C02413,Product View,2024-08-21,Tablet,Google
E06731,C01330,Visit,2025-08-24,Mobile,Direct
E06732,C02370,Add To Cart,2025-08-09,Mobile,Google
E06733,C04575,Visit,2024-09-22,Mobile,Direct
E06734,C04259,Product View,2024-06-17,Desktop,Google
E06735,C00243,Add To Cart,2026-04-11,Desktop,Direct
E06736,C03051,Visit,2024-10-25,Mobile,Facebook
E06737,C00795,Visit,2025-01-18,Mobile,Instagram
E06738,C00189,Visit,2025-09-25,Desktop,Google
E06739,C04996,Visit,2024-12-02,Tablet,Google
E06740,C00235,Visit,2025-09-12,Mobile,Facebook
E06741,C01207,Product View,2024-07-21,Tablet,Google
E06742,C01157,Product View,2025-04-05,Desktop,Instagram
E06743,C00397,Checkout,2026-04-09,Tablet,Google
E06744,C00267,Product View,2025-01-08,Desktop,Facebook
E06745,C03787,Visit,2024-08-14,Tablet,Google
E06746,C03433,Checkout,2026-01-07,Desktop,Direct
E06747,C00055,Visit,2024-12-12,Mobile,Facebook
E06748,C01025,Checkout,2024-08-03,Mobile,Direct
E06749,C04717,Purchase,2024-08-29,Desktop,Instagram
E06750,C04962,Visit,2024-12-13,Tablet,Instagram
E06751,C03538,Purchase,2025-01-22,Mobile,Instagram
E06752,C01545,Product View,2025-06-28,Tablet,Google
E06753,C01834,Visit,2025-03-27,Tablet,Facebook
E06754,C03543,Product View,2024-08-08,Tablet,Facebook
E06755,C04282,Visit,2025-04-19,Desktop,Facebook
E06756,C03214,Visit,2025-12-11,Tablet,Google
E06757,C00705,Product View,2025-12-07,Desktop,Instagram
E06758,C04421,Product View,2025-08-10,Mobile,Instagram
E06759,C04709,Product View,2024-09-02,Mobile,Direct
E06760,C03245,Checkout,2024-06-12,Mobile,Facebook
E06761,C02294,Visit,2024-07-07,Desktop,Facebook
E06762,C01906,Product View,2026-02-18,Mobile,Google
E06763,C01409,Add To Cart,2024-10-08,Tablet,Direct
E06764,C04929,Product View,2026-04-02,Mobile,Direct
E06765,C04210,Product View,2024-11-14,Desktop,Instagram
E06766,C04023,Visit,2024-10-04,Tablet,Facebook
E06767,C04094,Visit,2024-08-29,Tablet,Google
E06768,C03017,Visit,2025-01-24,Mobile,Instagram
E06769,C02530,Product View,2025-09-09,Tablet,Google
E06770,C03949,Add To Cart,2024-10-04,Mobile,Direct
E06771,C04625,Add To Cart,2025-05-08,Desktop,Direct
E06772,C03240,Product View,2026-01-15,Mobile,Instagram
E06773,C04461,Checkout,2024-08-01,Tablet,Facebook
E06774,C01460,Purchase,2025-05-11,Desktop,Direct
E06775,C01436,Product View,2025-07-08,Desktop,Facebook
E06776,C01069,Product View,2025-08-31,Desktop,Instagram
E06777,C02065,Purchase,2026-01-10,Tablet,Google
E06778,C04707,Product View,2025-05-18,Desktop,Instagram
E06779,C03518,Add To Cart,2024-09-18,Tablet,Google
E06780,C00721,Product View,2025-12-11,Tablet,Direct
E06781,C02343,Product View,2024-10-31,Desktop,Direct
E06782,C02352,Product View,2025-02-01,Mobile,Google
E06783,C03564,Visit,2026-05-27,Tablet,Facebook
E06784,C04783,Product View,2026-06-06,Tablet,Instagram
E06785,C02060,Purchase,2024-10-30,Tablet,Facebook
E06786,C03235,Visit,2025-02-11,Mobile,Facebook
E06787,C00878,Product View,2025-10-19,Mobile,Facebook
E06788,C04994,Purchase,2025-09-22,Mobile,Instagram
E06789,C03910,Purchase,2026-05-22,Tablet,Direct
E06790,C04013,Product View,2025-08-18,Mobile,Facebook
E06791,C04966,Purchase,2024-07-06,Tablet,Facebook
E06792,C03145,Product View,2024-10-16,Tablet,Direct
E06793,C03196,Checkout,2025-01-17,Desktop,Google
E06794,C04166,Add To Cart,2025-12-20,Tablet,Facebook
E06795,C01894,Purchase,2024-11-24,Tablet,Instagram
E06796,C02074,Checkout,2025-09-14,Mobile,Facebook
E06797,C03777,Product View,2025-06-22,Desktop,Facebook
E06798,C03470,Purchase,2024-10-12,Mobile,Instagram
E06799,C04341,Visit,2025-09-16,Desktop,Direct
E06800,C03185,Checkout,2025-05-19,Tablet,Facebook
E06801,C03707,Visit,2024-08-17,Mobile,Google
E06802,C04482,Product View,2025-09-24,Desktop,Facebook
E06803,C01110,Visit,2024-08-18,Desktop,Google
E06804,C01821,Visit,2024-11-05,Desktop,Direct
E06805,C01157,Checkout,2025-05-18,Mobile,Instagram
E06806,C04902,Product View,2024-10-02,Tablet,Google
E06807,C03637,Checkout,2024-12-03,Mobile,Google
E06808,C01994,Visit,2026-05-04,Desktop,Google
E06809,C00200,Visit,2025-09-15,Desktop,Direct
E06810,C04826,Purchase,2026-02-26,Mobile,Google
E06811,C03142,Product View,2025-06-06,Mobile,Direct
E06812,C04806,Product View,2024-10-30,Mobile,Facebook
E06813,C02284,Add To Cart,2024-11-01,Mobile,Facebook
E06814,C01223,Checkout,2025-06-15,Tablet,Google
E06815,C01458,Visit,2026-03-24,Desktop,Direct
E06816,C03555,Checkout,2024-12-27,Desktop,Google
E06817,C02927,Checkout,2025-12-01,Tablet,Google
E06818,C00534,Visit,2024-09-17,Mobile,Facebook
E06819,C00664,Product View,2025-04-22,Tablet,Direct
E06820,C03031,Product View,2026-03-14,Mobile,Facebook
E06821,C03079,Visit,2025-12-03,Mobile,Google
E06822,C04436,Purchase,2026-01-18,Desktop,Google
E06823,C00784,Product View,2025-04-03,Mobile,Facebook
E06824,C04957,Product View,2025-05-31,Desktop,Direct
E06825,C02572,Product View,2025-05-18,Desktop,Facebook
E06826,C01471,Product View,2025-04-15,Desktop,Direct
E06827,C01400,Visit,2024-09-27,Mobile,Facebook
E06828,C04947,Product View,2025-07-19,Desktop,Direct
E06829,C03765,Visit,2025-03-02,Mobile,Direct
E06830,C00829,Product View,2025-12-24,Mobile,Instagram
E06831,C00865,Checkout,2025-03-09,Tablet,Google
E06832,C04913,Checkout,2025-04-27,Tablet,Google
E06833,C04950,Product View,2025-12-31,Mobile,Instagram
E06834,C04998,Checkout,2025-08-31,Tablet,Facebook
E06835,C00148,Add To Cart,2026-04-30,Mobile,Instagram
E06836,C01857,Product View,2025-12-20,Mobile,Facebook
E06837,C00993,Add To Cart,2024-11-08,Tablet,Google
E06838,C02780,Visit,2024-06-30,Desktop,Instagram
E06839,C03051,Add To Cart,2024-09-28,Desktop,Google
E06840,C02149,Checkout,2025-05-26,Tablet,Facebook
E06841,C01437,Product View,2026-04-08,Desktop,Google
E06842,C02786,Checkout,2025-04-13,Desktop,Direct
E06843,C04257,Add To Cart,2025-01-27,Tablet,Facebook
E06844,C00275,Product View,2025-10-22,Tablet,Direct
E06845,C03379,Checkout,2024-10-25,Mobile,Direct
E06846,C01712,Visit,2024-07-10,Tablet,Facebook
E06847,C02067,Checkout,2025-03-25,Desktop,Instagram
E06848,C03911,Visit,2025-01-02,Tablet,Google
E06849,C01173,Visit,2025-09-01,Mobile,Instagram
E06850,C03491,Add To Cart,2024-06-11,Mobile,Facebook
E06851,C03353,Visit,2026-01-06,Mobile,Facebook
E06852,C02203,Add To Cart,2025-03-18,Tablet,Google
E06853,C03849,Visit,2025-03-26,Desktop,Google
E06854,C03774,Product View,2025-07-01,Desktop,Google
E06855,C01073,Visit,2024-07-05,Tablet,Instagram
E06856,C03682,Checkout,2024-07-13,Desktop,Instagram
E06857,C01454,Add To Cart,2025-03-21,Tablet,Facebook
E06858,C04822,Checkout,2025-08-06,Mobile,Instagram
E06859,C01057,Visit,2026-01-08,Desktop,Instagram
E06860,C00669,Purchase,2025-01-05,Desktop,Facebook
E06861,C00843,Add To Cart,2025-08-23,Tablet,Google
E06862,C00324,Visit,2026-04-17,Mobile,Google
E06863,C04065,Product View,2025-12-17,Tablet,Direct
E06864,C03782,Add To Cart,2025-10-21,Desktop,Direct
E06865,C02306,Checkout,2025-01-28,Tablet,Facebook
E06866,C01865,Visit,2025-04-06,Mobile,Google
E06867,C04662,Visit,2024-10-11,Mobile,Facebook
E06868,C04403,Product View,2024-12-18,Mobile,Direct
E06869,C02376,Visit,2024-11-26,Desktop,Instagram
E06870,C00469,Product View,2026-04-26,Mobile,Direct
E06871,C01442,Product View,2026-03-02,Mobile,Facebook
E06872,C02985,Visit,2024-09-23,Desktop,Google
E06873,C01301,Visit,2025-12-11,Tablet,Google
E06874,C00736,Product View,2026-02-02,Mobile,Facebook
E06875,C04142,Product View,2025-07-23,Desktop,Facebook
E06876,C04513,Visit,2024-06-23,Mobile,Direct
E06877,C00151,Purchase,2026-06-08,Tablet,Instagram
E06878,C02837,Visit,2025-01-30,Desktop,Direct
E06879,C01961,Purchase,2024-09-10,Desktop,Google
E06880,C03488,Visit,2025-10-04,Desktop,Google
E06881,C01183,Visit,2026-02-13,Mobile,Facebook
E06882,C02073,Visit,2025-03-11,Mobile,Instagram
E06883,C03006,Checkout,2025-10-22,Tablet,Google
E06884,C03226,Visit,2025-01-21,Mobile,Facebook
E06885,C03763,Product View,2025-11-20,Desktop,Google
E06886,C00451,Add To Cart,2025-03-20,Desktop,Direct
E06887,C00089,Product View,2025-02-26,Desktop,Instagram
E06888,C04689,Checkout,2024-07-14,Desktop,Instagram
E06889,C02233,Visit,2025-10-11,Tablet,Instagram
E06890,C00801,Visit,2024-11-04,Desktop,Instagram
E06891,C04009,Purchase,2025-05-24,Mobile,Google
E06892,C04551,Product View,2025-05-16,Desktop,Google
E06893,C02441,Product View,2025-09-16,Tablet,Facebook
E06894,C04874,Visit,2025-05-01,Tablet,Instagram
E06895,C00564,Product View,2025-04-26,Tablet,Direct
E06896,C04343,Visit,2024-06-28,Desktop,Google
E06897,C04475,Product View,2026-05-31,Tablet,Google
E06898,C00151,Add To Cart,2024-07-10,Tablet,Direct
E06899,C01348,Visit,2025-10-16,Desktop,Facebook
E06900,C02657,Purchase,2025-08-12,Tablet,Facebook
E06901,C03826,Checkout,2024-09-06,Tablet,Facebook
E06902,C02851,Checkout,2026-05-15,Tablet,Google
E06903,C01352,Product View,2025-03-16,Mobile,Direct
E06904,C01389,Product View,2025-07-28,Mobile,Direct
E06905,C00217,Product View,2024-07-04,Tablet,Direct
E06906,C01335,Product View,2025-11-21,Desktop,Instagram
E06907,C00499,Visit,2025-07-29,Desktop,Facebook
E06908,C03436,Product View,2025-11-16,Desktop,Facebook
E06909,C00157,Visit,2025-04-19,Mobile,Facebook
E06910,C02859,Product View,2025-01-07,Tablet,Instagram
E06911,C02382,Product View,2024-09-20,Tablet,Direct
E06912,C00596,Visit,2025-07-19,Tablet,Google
E06913,C04057,Visit,2025-09-20,Tablet,Google
E06914,C01803,Visit,2026-01-09,Tablet,Direct
E06915,C03988,Product View,2024-07-08,Mobile,Facebook
E06916,C00291,Add To Cart,2025-04-12,Desktop,Facebook
E06917,C03270,Product View,2025-11-16,Mobile,Instagram
E06918,C01480,Visit,2024-10-29,Desktop,Google
E06919,C01117,Add To Cart,2026-05-03,Desktop,Google
E06920,C03751,Purchase,2026-01-12,Desktop,Facebook
E06921,C03732,Product View,2025-05-17,Tablet,Direct
E06922,C02614,Purchase,2025-10-12,Mobile,Google
E06923,C03721,Add To Cart,2025-04-09,Tablet,Facebook
E06924,C00800,Visit,2024-09-19,Tablet,Direct
E06925,C03537,Product View,2024-12-01,Desktop,Facebook
E06926,C03141,Visit,2025-10-20,Mobile,Direct
E06927,C02888,Visit,2025-10-05,Tablet,Facebook
E06928,C01337,Checkout,2025-07-13,Tablet,Instagram
E06929,C04413,Product View,2024-09-10,Desktop,Google
E06930,C04967,Purchase,2026-02-02,Mobile,Google
E06931,C04974,Product View,2026-03-09,Tablet,Google
E06932,C03160,Visit,2025-07-06,Desktop,Instagram
E06933,C03468,Product View,2026-04-11,Mobile,Google
E06934,C02934,Product View,2024-10-30,Tablet,Facebook
E06935,C03607,Add To Cart,2025-12-13,Tablet,Google
E06936,C00138,Visit,2025-03-26,Tablet,Facebook
E06937,C02199,Visit,2024-09-08,Desktop,Direct
E06938,C02780,Add To Cart,2024-08-25,Desktop,Facebook
E06939,C00597,Product View,2026-05-02,Mobile,Instagram
E06940,C03745,Product View,2025-07-28,Mobile,Facebook
E06941,C02971,Visit,2026-03-18,Tablet,Facebook
E06942,C04704,Visit,2025-02-03,Desktop,Google
E06943,C02944,Visit,2025-10-11,Mobile,Direct
E06944,C03129,Visit,2026-05-03,Mobile,Instagram
E06945,C03601,Product View,2024-08-18,Tablet,Direct
E06946,C02325,Visit,2024-12-19,Tablet,Facebook
E06947,C02779,Product View,2025-10-19,Mobile,Direct
E06948,C02662,Visit,2025-11-10,Tablet,Google
E06949,C04557,Purchase,2026-03-20,Mobile,Direct
E06950,C04669,Add To Cart,2026-02-23,Tablet,Instagram
E06951,C02097,Visit,2025-04-26,Desktop,Facebook
E06952,C01369,Visit,2026-04-23,Mobile,Direct
E06953,C03457,Checkout,2025-07-07,Desktop,Google
E06954,C02682,Add To Cart,2026-03-13,Mobile,Instagram
E06955,C00832,Checkout,2025-01-06,Tablet,Facebook
E06956,C03533,Visit,2026-02-25,Tablet,Google
E06957,C03384,Add To Cart,2025-07-20,Tablet,Instagram
E06958,C03919,Visit,2024-11-09,Mobile,Instagram
E06959,C02760,Product View,2024-06-16,Desktop,Direct
E06960,C02899,Visit,2024-08-25,Desktop,Instagram
E06961,C03222,Product View,2025-03-14,Desktop,Facebook
E06962,C02543,Purchase,2025-12-01,Mobile,Facebook
E06963,C01893,Product View,2025-10-10,Desktop,Facebook
E06964,C03475,Product View,2025-02-04,Desktop,Instagram
E06965,C04348,Add To Cart,2026-01-25,Desktop,Instagram
E06966,C03159,Add To Cart,2026-04-16,Desktop,Facebook
E06967,C03143,Visit,2025-05-23,Desktop,Google
E06968,C02707,Product View,2025-07-31,Desktop,Facebook
E06969,C01473,Visit,2025-03-13,Desktop,Direct
E06970,C04146,Product View,2025-02-06,Mobile,Direct
E06971,C04948,Visit,2025-01-22,Desktop,Direct
E06972,C02487,Visit,2024-12-08,Desktop,Facebook
E06973,C04913,Visit,2025-07-12,Desktop,Instagram
E06974,C00912,Purchase,2025-05-10,Mobile,Google
E06975,C04335,Visit,2024-11-08,Tablet,Direct
E06976,C02383,Visit,2026-06-04,Mobile,Direct
E06977,C02919,Add To Cart,2024-10-18,Desktop,Instagram
E06978,C03634,Visit,2026-01-20,Tablet,Google
E06979,C04640,Visit,2026-02-08,Desktop,Google
E06980,C02747,Add To Cart,2025-08-18,Mobile,Facebook
E06981,C01096,Purchase,2025-01-14,Desktop,Direct
E06982,C04214,Add To Cart,2026-03-14,Desktop,Direct
E06983,C03923,Product View,2025-07-18,Tablet,Facebook
E06984,C04971,Visit,2025-11-11,Mobile,Direct
E06985,C01454,Visit,2024-10-12,Mobile,Google
E06986,C00994,Add To Cart,2025-12-20,Tablet,Facebook
E06987,C02956,Purchase,2026-01-02,Tablet,Facebook
E06988,C02536,Visit,2026-02-03,Desktop,Instagram
E06989,C01890,Product View,2025-02-07,Desktop,Direct
E06990,C00315,Product View,2025-02-06,Mobile,Direct
E06991,C03476,Product View,2025-01-30,Mobile,Direct
E06992,C02465,Product View,2025-01-11,Desktop,Instagram
E06993,C01112,Add To Cart,2024-09-22,Desktop,Direct
E06994,C01389,Checkout,2025-11-26,Desktop,Google
E06995,C03950,Purchase,2025-01-05,Mobile,Instagram
E06996,C00719,Checkout,2025-03-24,Mobile,Direct
E06997,C01142,Purchase,2026-04-10,Mobile,Google
E06998,C04884,Add To Cart,2025-08-20,Mobile,Direct
E06999,C01909,Add To Cart,2025-12-16,Desktop,Instagram
E07000,C02937,Product View,2026-04-06,Mobile,Facebook
E07001,C04951,Visit,2025-02-25,Mobile,Direct
E07002,C04711,Checkout,2026-01-12,Desktop,Direct
E07003,C04414,Product View,2025-06-22,Tablet,Instagram
E07004,C00913,Visit,2024-07-26,Mobile,Direct
E07005,C01930,Visit,2024-09-22,Tablet,Google
E07006,C04508,Visit,2024-10-20,Tablet,Instagram
E07007,C04223,Visit,2025-01-01,Tablet,Instagram
E07008,C03242,Checkout,2025-09-11,Mobile,Google
E07009,C02061,Visit,2025-09-26,Desktop,Facebook
E07010,C03745,Purchase,2025-12-10,Tablet,Google
E07011,C02880,Visit,2025-11-14,Desktop,Google
E07012,C00033,Visit,2024-11-06,Tablet,Google
E07013,C02725,Visit,2025-03-01,Mobile,Instagram
E07014,C04173,Visit,2024-07-05,Desktop,Instagram
E07015,C04759,Product View,2025-11-16,Mobile,Instagram
E07016,C03324,Visit,2025-01-17,Desktop,Google
E07017,C02625,Add To Cart,2025-05-01,Tablet,Instagram
E07018,C00963,Visit,2025-03-31,Tablet,Facebook
E07019,C00511,Product View,2024-11-22,Tablet,Google
E07020,C02716,Visit,2024-06-26,Tablet,Instagram
E07021,C04267,Visit,2024-10-24,Tablet,Facebook
E07022,C00827,Visit,2025-04-18,Desktop,Instagram
E07023,C03993,Purchase,2026-01-08,Tablet,Google
E07024,C02649,Add To Cart,2026-06-03,Desktop,Google
E07025,C04096,Product View,2025-11-18,Tablet,Direct
E07026,C03082,Product View,2024-10-29,Tablet,Facebook
E07027,C00160,Visit,2026-05-17,Tablet,Facebook
E07028,C04237,Visit,2025-10-16,Mobile,Facebook
E07029,C03651,Product View,2024-12-30,Tablet,Instagram
E07030,C04922,Visit,2024-12-01,Tablet,Direct
E07031,C02488,Visit,2024-10-20,Tablet,Direct
E07032,C00669,Visit,2024-09-25,Tablet,Direct
E07033,C02912,Visit,2025-09-30,Desktop,Direct
E07034,C02674,Checkout,2026-01-24,Desktop,Instagram
E07035,C02394,Add To Cart,2025-07-02,Tablet,Instagram
E07036,C02282,Visit,2024-12-04,Mobile,Instagram
E07037,C04778,Product View,2025-05-20,Tablet,Facebook
E07038,C04646,Visit,2025-06-08,Mobile,Google
E07039,C02726,Product View,2024-09-11,Mobile,Facebook
E07040,C01467,Visit,2025-06-11,Tablet,Facebook
E07041,C02787,Purchase,2025-04-13,Desktop,Facebook
E07042,C04071,Visit,2024-07-24,Mobile,Instagram
E07043,C00077,Visit,2026-03-26,Tablet,Instagram
E07044,C01553,Visit,2025-02-20,Tablet,Facebook
E07045,C03139,Checkout,2025-06-17,Mobile,Direct
E07046,C01514,Product View,2024-08-13,Mobile,Instagram
E07047,C03267,Visit,2024-10-03,Mobile,Instagram
E07048,C03472,Add To Cart,2025-08-04,Tablet,Facebook
E07049,C01543,Visit,2025-03-31,Tablet,Instagram
E07050,C04126,Add To Cart,2026-05-16,Mobile,Facebook
E07051,C00232,Checkout,2024-09-20,Mobile,Instagram
E07052,C02244,Visit,2025-10-30,Mobile,Google
E07053,C03970,Add To Cart,2026-01-06,Desktop,Instagram
E07054,C01867,Visit,2024-08-03,Mobile,Instagram
E07055,C00625,Product View,2026-05-04,Desktop,Direct
E07056,C00249,Visit,2025-09-26,Desktop,Facebook
E07057,C01598,Visit,2026-06-05,Desktop,Direct
E07058,C02645,Visit,2025-03-15,Mobile,Instagram
E07059,C02379,Product View,2025-02-13,Mobile,Google
E07060,C04840,Product View,2025-07-08,Mobile,Facebook
E07061,C02899,Visit,2026-02-09,Mobile,Facebook
E07062,C01194,Product View,2025-01-08,Mobile,Instagram
E07063,C01309,Purchase,2024-09-20,Tablet,Instagram
E07064,C01029,Visit,2025-12-31,Desktop,Direct
E07065,C03857,Visit,2025-12-25,Tablet,Instagram
E07066,C02811,Visit,2025-04-21,Desktop,Google
E07067,C01440,Add To Cart,2025-01-05,Desktop,Instagram
E07068,C04810,Purchase,2025-06-01,Mobile,Google
E07069,C03316,Visit,2025-06-15,Tablet,Instagram
E07070,C03810,Visit,2025-08-31,Tablet,Direct
E07071,C04952,Checkout,2025-12-04,Desktop,Google
E07072,C04735,Add To Cart,2026-04-17,Desktop,Facebook
E07073,C03659,Product View,2026-04-27,Mobile,Google
E07074,C01071,Visit,2026-01-15,Desktop,Instagram
E07075,C01883,Visit,2025-05-20,Mobile,Google
E07076,C02082,Purchase,2024-12-23,Desktop,Facebook
E07077,C01496,Visit,2025-09-03,Mobile,Facebook
E07078,C00304,Product View,2025-02-12,Mobile,Direct
E07079,C02276,Add To Cart,2024-10-06,Tablet,Facebook
E07080,C04840,Visit,2026-03-30,Tablet,Google
E07081,C00756,Visit,2025-03-29,Tablet,Google
E07082,C03527,Checkout,2026-02-01,Desktop,Facebook
E07083,C00920,Product View,2026-05-09,Mobile,Instagram
E07084,C00356,Visit,2025-03-30,Mobile,Direct
E07085,C01147,Product View,2024-06-27,Desktop,Direct
E07086,C03342,Product View,2026-05-16,Tablet,Google
E07087,C01481,Checkout,2025-03-23,Tablet,Google
E07088,C00204,Visit,2024-10-12,Desktop,Facebook
E07089,C04157,Visit,2026-02-24,Mobile,Direct
E07090,C04171,Visit,2025-04-03,Tablet,Facebook
E07091,C04188,Add To Cart,2024-11-01,Tablet,Facebook
E07092,C04726,Visit,2024-07-07,Desktop,Instagram
E07093,C04555,Product View,2024-07-26,Mobile,Google
E07094,C01225,Product View,2025-06-02,Desktop,Facebook
E07095,C03052,Visit,2025-07-07,Desktop,Instagram
E07096,C04133,Checkout,2026-06-08,Desktop,Direct
E07097,C00298,Visit,2024-06-28,Tablet,Google
E07098,C04615,Purchase,2026-04-01,Desktop,Facebook
E07099,C04135,Product View,2024-07-25,Mobile,Instagram
E07100,C01679,Visit,2025-06-15,Desktop,Instagram
E07101,C00876,Product View,2025-05-20,Mobile,Direct
E07102,C04057,Product View,2026-02-24,Mobile,Facebook
E07103,C03486,Product View,2024-12-18,Mobile,Google
E07104,C02633,Add To Cart,2025-02-09,Tablet,Google
E07105,C03090,Visit,2026-01-24,Mobile,Facebook
E07106,C03459,Visit,2025-06-07,Tablet,Direct
E07107,C00032,Product View,2025-02-16,Tablet,Facebook
E07108,C00131,Product View,2024-10-03,Mobile,Facebook
E07109,C00793,Visit,2025-06-20,Tablet,Instagram
E07110,C03091,Purchase,2026-04-07,Desktop,Facebook
E07111,C04345,Visit,2025-10-07,Tablet,Facebook
E07112,C01591,Visit,2025-02-03,Tablet,Google
E07113,C02495,Add To Cart,2024-06-11,Mobile,Instagram
E07114,C04191,Purchase,2024-11-29,Tablet,Direct
E07115,C00793,Visit,2025-05-23,Tablet,Direct
E07116,C02481,Product View,2024-07-20,Tablet,Facebook
E07117,C02673,Checkout,2025-01-30,Tablet,Google
